SeniorCitizen,tenure,MonthlyCharges,TotalCharges,gender_Male,Partner_Yes,Dependents_Yes,PhoneService_Yes,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaperlessBilling_Yes,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check
-0.030362165,0.4874987,-0.20953338,-0.10772038,0.0023188088,0.009457938,0.019772584,-0.039630767,0.0,-0.11157987,0.21385843,0.07823072,0.0,-0.28976926,0.0,0.044018548,0.0,-0.002136466,0.0,0.0542895,0.0,-0.06364074,0.0,-0.04996826,0.25524396,0.39132977,0.111133866,0.0048468304,0.2165535,0.019679248
-0.02953234,-1.2045436,-0.27642035,-0.30924958,0.014615705,0.0027256228,-0.09832668,-0.029494375,0.0,-0.0054830913,-0.2084656,0.042578224,0.0,-0.18423171,0.0,-0.05131206,0.0,0.009497248,0.0,-0.25641108,0.0,-0.0060853343,0.0,-0.28233224,-0.68995976,0.20536114,0.038178727,-0.030707337,-0.2841976,0.023332246
-0.10926351,-0.7230031,-0.1861263,-0.24082127,0.0529563,-0.0245051,0.09727487,-0.023550017,0.0,0.059482746,0.28915486,0.05230513,0.0,-0.33489335,0.0,-0.13599679,0.0,0.005007686,0.0,0.02257564,0.0,0.14496452,0.0,0.053878624,0.14629884,0.22649443,0.15173177,0.0016418012,0.16857989,0.038641687
-0.0428937,1.0365274,-0.23589845,0.07437638,0.01280394,-0.014313549,0.045281976,-0.036544584,0.0,-0.017034005,-0.37986353,0.14565606,0.0,0.08852592,0.0,-0.04112293,0.0,-0.0029476117,0.0,0.15483105,0.0,-0.052516885,0.0,-0.054232217,0.22173773,0.35832897,0.12819108,0.0056067687,0.23637271,0.0072130063
-0.021826075,0.54818726,-0.039811157,0.0739946,-0.03096553,0.0057261502,0.054702405,0.17394024,0.0,-0.10876569,-0.32707784,0.12487705,0.0,0.068135016,0.0,0.036609087,0.0,-0.001946622,0.0,-0.33088437,0.0,-0.07157375,0.0,-0.051786564,0.21374606,0.31280825,0.07832291,0.011512123,0.2726443,0.0147376545
0.26443306,-1.2510645,-0.62328196,-0.5911428,0.037135366,0.013507208,0.067226395,-0.060866375,0.0,0.0594209,-0.20610031,-0.35202506,0.0,0.14337808,0.0,-0.00389631,0.0,0.03895446,0.0,0.100072116,0.0,-0.44931713,0.0,-0.08549918,0.09924266,-1.3482566,-0.21412148,0.019764332,-0.13093984,0.0054204348
-0.055882163,0.72701067,-0.00017515395,0.0496227,0.003952731,-0.004118171,0.03618736,-0.034941096,0.0,-0.074224696,-0.3249049,0.143709,0.0,0.08673362,0.0,-0.06228906,0.0,-0.0075202123,0.0,0.047821082,0.0,-0.041441135,0.0,-0.07824753,0.2438417,0.36284596,-0.2515781,0.0048308126,-0.1511708,-0.06934785
-0.06736117,0.86313915,-0.37350026,0.17788565,-0.009947216,-0.024569694,0.036010955,0.16393508,0.0,0.00888219,-0.23440468,0.12524837,0.0,0.11087595,0.0,0.0037085088,0.0,-0.006892547,0.0,0.14368781,0.0,-0.09613332,0.0,-0.2361793,-1.0818056,0.2597124,-0.24332829,0.010593116,-0.18137963,-0.056374613
-0.061063185,-1.5341387,-0.35857922,-0.33956873,-0.08023423,0.027217064,-0.19177917,-0.028378243,0.0,0.12056285,0.12932293,0.03435203,0.0,-0.49967656,0.0,-0.07594249,0.0,-0.0027032348,0.0,-0.07798602,0.0,0.10367358,0.0,0.039801557,-0.01784223,-2.000498,0.067896396,0.08464076,0.20870055,0.036911532
-0.040816713,0.6788668,0.06545653,-0.04089788,0.016729128,-0.0015424457,0.01702065,-0.035602435,0.0,-0.1276535,0.34404832,0.099830344,0.0,0.11498221,0.0,-0.023656987,0.0,-0.0067569152,0.0,0.077680565,0.0,-0.07370111,0.0,0.108393446,0.20850456,0.41895273,0.14381884,0.0062631583,-0.13464275,0.012007843
-0.022308802,1.1695141,0.14690457,-0.007905229,0.005314367,-0.002301363,0.03355877,-0.024645772,0.0,-0.12971151,0.28995627,0.12376147,0.0,0.092930995,0.0,0.041953303,0.0,0.0027849246,0.0,0.10181051,0.0,-0.00021235863,0.0,-0.068528034,0.2877399,0.43043622,0.095472686,-0.22951731,-0.1588905,-0.005509226
0.17002566,-0.11785286,0.014804699,-0.31641576,-0.009006566,-0.00511614,0.018403947,-0.037791748,0.0,-0.1262834,0.24922754,0.08864873,0.0,0.08490017,0.0,0.041524917,0.0,-0.0010005054,0.0,0.086404555,0.0,0.13553995,0.0,0.07481554,0.1842634,0.33587813,-0.2473064,0.025274752,0.22355305,-0.010921832
-0.03091973,1.1804024,0.11298773,-0.012931077,-0.00833915,-0.0034976574,0.03469045,-0.036780804,0.0,-0.1317391,0.280001,0.122467995,0.0,0.11504804,0.0,0.05773279,0.0,-0.0016155334,0.0,0.13701558,0.0,0.07918066,0.0,0.062882215,0.2123688,0.40378365,0.10652299,0.015689312,0.19811046,-3.1329535e-05
-0.019727211,0.14465974,-0.3802871,-0.06881203,-0.023293162,-0.0037548288,0.02554949,-0.04221375,0.0,-0.106327936,-0.51161385,-0.5429386,0.0,0.037420675,0.0,0.038223796,0.0,-0.0013288092,0.0,0.024383605,0.0,-0.078652814,0.0,-0.08743592,0.20023958,0.28611696,-0.14809501,-0.11791267,-0.116498955,0.019863991
-0.03198781,0.24460967,-0.0886711,0.00041234947,0.012924196,-0.024527324,0.05883895,0.27183896,0.0,-0.0979522,-0.44126636,0.12127169,0.0,0.09510021,0.0,0.04463628,0.0,-0.002188489,0.0,0.09465717,0.0,-0.08312575,0.0,-0.06023426,0.19102699,0.27469856,0.10911311,0.009987287,0.31021494,0.014276469
-0.058961794,0.1754927,-0.20959225,-0.033388335,0.012433299,-0.003814213,0.024150293,-0.041479852,0.0,-0.08382158,-0.5118811,-0.5442257,0.0,0.05940715,0.0,0.038028106,0.0,-0.00676109,0.0,0.0029405043,0.0,-0.090622604,0.0,-0.09421535,0.20470506,0.28729844,-0.14640975,0.0052181543,-0.1168867,-0.07033493
-0.039760523,0.7989847,-0.3659984,0.15896365,0.05097648,-0.027172547,0.035375293,-0.026405446,0.0,-0.030253377,-0.3557492,0.1320016,0.0,0.07666673,0.0,0.022258952,0.0,-0.002188489,0.0,-0.50006217,0.0,-0.053181082,0.0,-0.04564093,0.22206481,0.364312,0.07743399,0.010805062,0.24079466,-0.0015849608
-0.013080247,-0.02216041,-0.31118864,-0.079267964,-0.012802135,-0.0037239895,0.010597955,-0.04417298,0.0,-0.121763915,-0.26631752,-0.52138454,0.0,0.048851233,0.0,0.01864638,0.0,-0.0014602658,0.0,0.03302106,0.0,-0.115556896,0.0,-0.29023272,-0.8759118,0.20234483,0.08905629,0.038980797,-0.19323616,0.020137286
-0.024437467,0.4306807,-0.037508253,-0.33652583,0.030850375,-0.0043429774,0.024127556,-0.024306625,0.0,0.17645244,0.3468109,0.07479429,0.0,0.086044796,0.0,0.0228508,0.0,-0.00062604994,0.0,-0.21403536,0.0,-0.055940293,0.0,-0.08101936,0.27801633,0.3896318,0.080745004,-0.03492788,-0.19505484,0.010282084
-0.024170006,0.20819788,0.17581792,-0.1327483,0.0024740137,-0.017515063,0.084500566,-0.020342568,0.0,0.11564412,0.3188131,0.09318289,0.0,0.06455715,0.0,-0.120222,0.0,0.0062622176,0.0,0.059081517,0.0,0.12414446,0.0,0.056420036,0.22060579,0.25223815,0.21246283,0.015737645,0.19342141,-0.0031857842
-0.048954766,0.24487062,-0.14909057,0.018521568,0.00396981,-0.0037376876,0.024394939,-0.044427298,0.0,0.100251146,-0.41166827,0.08261426,0.0,-0.33780947,0.0,0.03481362,0.0,-0.0070285406,0.0,0.046844162,0.0,-0.052882593,0.0,-0.09437574,0.2004291,0.30584967,0.10105567,-0.00447757,-0.24181749,-0.114980005
-0.0049869665,-1.5794423,0.020079574,-0.19973585,0.06290794,0.015194549,0.0502332,-0.10043582,0.0,0.120678075,0.13194865,0.038446352,0.0,-0.6425996,0.0,-0.13740955,0.0,-0.011769923,0.0,0.09537533,0.0,0.105537154,0.0,-0.09165926,0.10167153,-1.642805,0.11212721,-0.0014575036,0.35842258,0.03807558
-0.024012197,-0.40044853,0.16104008,-0.07605507,3.33419e-05,0.009732627,0.015168063,-0.04213866,0.0,0.11115315,0.3059728,0.07530907,0.0,0.10534901,0.0,0.018670224,0.0,-0.0011104592,0.0,0.08362451,0.0,-0.041782703,0.0,0.07020671,0.17785016,0.33343104,0.12686753,-0.012454784,0.26169086,0.0050251298
-0.039115302,-0.1697407,-0.45967215,-0.12805578,-0.011010169,-0.003378736,-0.08652162,-0.0504799,0.0,-0.07989129,-0.30294436,-0.41845813,0.0,0.07990959,0.0,0.03431962,0.0,-0.006892547,0.0,0.036575582,0.0,-0.10244066,0.0,-0.29995868,-0.78849894,0.19640088,0.08998661,0.006982034,-0.13342294,-0.054381706
-0.06849279,1.0573548,-0.38884655,0.70527816,-0.010849409,-0.013205825,0.019676268,-0.028413557,0.0,-0.011738696,-0.42287788,-0.41056418,0.0,0.08017738,0.0,0.03369542,0.0,-0.00676109,0.0,0.10850728,0.0,-0.086413786,0.0,-0.07430284,0.2559508,0.34704494,-0.19876818,0.013268201,-0.14882424,-0.016985346
-0.027929252,-1.3490038,-0.20733705,-0.19677761,-0.05495123,-0.011156032,-0.09670199,-0.051437594,0.0,0.11704626,-0.4071961,0.080232665,0.0,0.0695247,0.0,0.08736145,0.0,-0.011934925,0.0,0.10437821,0.0,0.06338626,0.0,0.1123256,0.12899087,0.3012054,0.101177335,-0.051985115,-0.28515887,0.031508043
-0.027165791,-1.7440143,0.16826053,-0.34300086,-0.11589428,0.00068532303,-0.21961667,-0.009645299,0.0,0.118333705,0.1315695,0.0336632,0.0,-0.35026658,0.0,-0.10103362,0.0,-0.006746866,0.0,-0.021486383,0.0,0.10472272,0.0,0.04992279,0.06965223,-2.0031965,0.062855504,-0.2968351,-0.12840055,0.036911532
-0.047508262,-0.40027884,-0.18901747,-0.27927247,0.051567122,0.022418354,-0.043551575,-0.034894153,0.0,-0.020645585,-0.41791072,0.0512061,0.0,-0.1466872,0.0,0.016492683,0.0,-0.00051823026,0.0,-0.14871638,0.0,-0.053250235,0.0,0.08944409,0.13163996,0.30055228,-0.10306965,0.023829632,-0.14817938,0.022432461
-0.026930448,0.4616519,-0.801321,0.16968079,0.011689685,-0.0019857725,-0.110582516,-0.020763239,0.0,-0.09551037,-0.26691887,-0.6449784,0.0,0.053822532,0.0,0.012250124,0.0,-0.0014602658,0.0,0.02471365,0.0,-0.053543832,0.0,-0.24459675,-0.96603966,0.22845036,0.07602698,-0.049579203,-0.11486043,0.014459958
-0.02694417,-0.18154325,-0.023179745,-0.108508505,0.013080026,0.013289234,-0.031880185,-0.012812839,0.0,0.068105966,0.22249608,0.056939602,0.0,0.098547496,0.0,0.013736423,0.0,-0.0014685418,0.0,-0.26561204,0.0,-0.08001836,0.0,0.1293036,-0.70614594,0.27881894,0.119122095,-0.010783366,0.2689761,0.006400321
-0.027977983,-0.43000436,0.103905246,0.09220693,-0.05395002,-0.017623903,0.013602728,-0.021971172,0.0,0.08068506,0.3065697,0.050045017,0.0,-0.2029673,0.0,-0.025509257,0.0,-0.0014726946,0.0,0.09188905,0.0,-0.0963091,0.0,0.10184771,0.1579241,0.31929484,0.093458414,0.018475413,-0.18219328,0.017070033
-0.06062174,-0.014325297,-2.0954528,-0.048831426,0.014222351,0.0051445793,-0.112472616,-0.045943644,0.0,-0.105360396,-0.5113362,-0.60298425,0.0,0.0419413,0.0,0.041209288,0.0,-0.0065192226,0.0,0.0055958726,0.0,-0.06534039,0.0,-0.09290468,0.21130401,0.26892266,-0.5438587,0.0076262616,-0.13794394,-0.06531382
-0.02057288,-0.45084688,-0.4815249,-0.42111984,0.012958913,-0.006529287,0.03272781,-0.05079548,0.0,0.019720035,-0.28990626,-0.42530316,0.0,0.067611806,0.0,-0.025046686,0.0,-0.0014602658,0.0,0.050892662,0.0,-0.06898345,0.0,-0.28216276,-0.79280007,0.19401108,0.084830776,0.0049591316,-0.15173055,0.0131964125
-0.05244326,0.23724297,-0.06943034,0.06279738,0.016845135,-0.041353475,0.07173398,0.16202226,0.0,-0.053897217,-0.20502247,0.06773954,0.0,-0.20127362,0.0,-0.029147945,0.0,0.03541419,0.0,-0.114539646,0.0,-0.08994976,0.0,-0.23680697,-0.8220816,0.22564061,-0.18469925,-0.0036331378,-0.19118966,-0.10070201
-0.055814512,-1.9332204,-0.7177187,-0.6848979,0.019421913,0.012597634,-0.20661263,-0.046344105,0.0,0.10054351,-0.20472713,-0.36870417,0.0,0.17856465,0.0,-0.02422068,0.0,0.037385993,0.0,0.16788584,0.0,-0.4343708,0.0,-0.08452687,0.09770155,-1.5398179,0.10510336,-0.280962,-0.21057059,0.013025867
-0.033508543,-0.55993575,-0.23229814,-0.35026547,-0.04159129,-0.036365505,0.07731192,-0.0035053205,0.0,0.059827976,0.30855173,0.046327103,0.0,-0.18301044,0.0,-0.20776261,0.0,-0.0023280114,0.0,-0.18039975,0.0,0.13855717,0.0,0.09323416,0.15342718,0.2020065,0.088393584,-0.012301469,-0.18217158,0.017752608
0.11328824,0.50825137,-0.10270979,-0.13518257,0.0025450103,-0.007307496,0.018424805,-0.04121646,0.0,-0.077170186,0.30563495,0.074105,0.0,-0.27879092,0.0,0.034632724,0.0,-0.000809866,0.0,0.05259255,0.0,-0.08096567,0.0,-0.062388465,0.24925537,0.37498888,0.095739625,0.0044850567,0.22484043,-0.004860907
-0.06807204,-1.1359406,-0.10257376,-0.07550929,0.012975961,0.012060056,0.040452365,-0.0517163,0.0,-0.0008849171,-0.23878375,0.044328887,0.0,0.00612224,0.0,-0.020491961,0.0,-0.013683057,0.0,-0.19060591,0.0,0.06737391,0.0,-0.28725198,-0.71173656,0.20580548,-0.08845335,0.031434305,-0.24846503,0.053604048
0.13166364,0.2834586,0.13740987,-0.21031033,-0.0011768768,0.0040928386,0.039301876,-0.01707675,0.0,0.15428287,0.34775573,0.0911823,0.0,0.072816625,0.0,0.039552018,0.0,-2.1434505e-05,0.0,0.06865618,0.0,0.12067097,0.0,0.1148596,0.20178443,0.34556404,0.08419945,0.006644203,-0.15745954,-0.006956844
-0.028440805,-0.062614776,-0.40460488,0.14324315,0.0010402822,-0.005169612,0.011932433,-0.023709198,0.0,-0.1541914,-0.40469426,0.09138368,0.0,0.06037426,0.0,0.037534334,0.0,-0.0008163913,0.0,-0.3143446,0.0,0.07096864,0.0,-0.0972941,0.17376088,0.30709654,0.09474538,-0.06097245,-0.26049176,0.0056170034
-0.046116672,-1.084823,-0.046449084,-0.01628899,0.04459355,-0.0057156784,-0.086452484,-0.054675367,0.0,-0.04621001,-0.23600021,0.05034633,0.0,-0.08481662,0.0,0.052203234,0.0,0.0074259285,0.0,0.06556297,0.0,0.06253214,0.0,0.26687855,-0.48931527,0.25037733,0.09343951,0.015668329,-0.2515231,0.04767565
-0.035131846,0.22506961,-0.21986946,-0.2704491,0.00818645,0.010462228,-0.10832736,-0.036232043,0.0,-0.03282093,-0.25247017,0.08078317,0.0,-0.23610403,0.0,-0.16040163,0.0,0.0065629203,0.0,0.026957864,0.0,0.023814512,0.0,-0.114359036,-0.70821,0.2441889,-0.24926023,0.0062491964,0.35176247,0.008072601
0.29435414,0.44556135,-0.3455592,-0.014542036,0.014092943,-0.0027149075,0.025518985,-0.032596093,0.0,-0.08372234,-0.43971327,-0.6663908,0.0,0.03812336,0.0,0.032097157,0.0,-0.0013073271,0.0,0.009572433,0.0,-0.09323859,0.0,-0.079308964,0.22326821,0.28333884,-0.13012418,0.01178295,-0.093501456,0.0013820984
-0.0491489,0.2541157,-0.42779103,-0.06937426,-0.015805433,-0.002125579,0.026818017,-0.042032294,0.0,-0.11305917,-0.5275342,-0.628467,0.0,0.06571565,0.0,0.03586366,0.0,-0.00676109,0.0,0.042079303,0.0,-0.090035595,0.0,-0.08799654,0.20513225,0.2966507,0.08010061,0.013777589,-0.15448765,-0.06080074
-0.011072281,0.6595758,0.023391107,0.013563887,-0.06645861,-0.0037871937,0.017188154,-0.030617082,0.0,-0.17695941,0.25525108,0.09234016,0.0,0.09471112,0.0,0.035746653,0.0,0.0027955733,0.0,-0.33559945,0.0,-0.08063452,0.0,0.048390783,0.19128492,0.39832926,0.12957913,0.00731151,0.16600834,-0.004035574
-0.030362165,0.47527227,-0.2173505,-0.09861704,0.0023188088,-0.007307496,0.017749846,-0.041351274,0.0,-0.11157987,0.22611551,0.07561546,0.0,-0.30095366,0.0,0.045722164,0.0,-0.002378333,0.0,0.054878693,0.0,-0.06367065,0.0,-0.049835037,0.25439695,0.39075267,0.11106944,0.004470495,0.22642387,0.018246586
0.38446575,-0.6615013,-0.17923918,-0.6656675,-0.064584576,-0.043156322,0.061846282,0.22782823,0.0,-0.063546374,-0.15338834,0.06273265,0.0,0.07079225,0.0,-0.021785496,0.0,0.0090687545,0.0,0.14146206,0.0,0.04613435,0.0,0.0698012,0.07134536,-1.6844294,0.056345593,0.015914477,-0.18361992,0.0029923366
-0.04793467,-0.16182323,-0.07722248,0.1275355,-0.057905916,0.019012034,-0.04575483,-0.030729491,0.0,0.0031414612,-0.26371357,0.04535402,0.0,-0.0483541,0.0,-0.030810066,0.0,-0.001138168,0.0,-0.20326464,0.0,-0.049502812,0.0,0.24423401,-0.51286685,0.25590885,-0.1876857,0.055352204,-0.11806996,0.03444691
-0.04812123,-0.19121712,-0.15724447,-0.30747977,-0.012847667,-0.012161816,0.01795578,-0.03534888,0.0,-0.07677382,-0.3046428,0.04535402,0.0,-0.13110387,0.0,-0.010984497,0.0,-0.0016432421,0.0,-0.18984114,0.0,0.07299778,0.0,0.2418688,-0.5169809,0.2579485,-0.18964733,0.030327398,-0.12636395,0.02302602
-0.029268865,-0.43754315,-0.193521,0.16208366,-0.060491104,-0.0046912585,0.03847171,-0.045065656,0.0,0.058876384,-0.28016528,-0.40672132,0.0,0.035861876,0.0,0.002754055,0.0,-0.0014602658,0.0,0.0062005636,0.0,-0.07765615,0.0,-0.24964055,-0.7654608,0.19306391,-0.1930014,-0.04047515,-0.1361591,0.019634496
-0.0038218542,-0.51998127,0.33595717,-0.34613973,0.04716302,0.006768286,-0.12033408,-0.07061417,0.0,0.22136185,0.14014056,0.047541574,0.0,0.06853963,0.0,0.15918833,0.0,-0.0019219017,0.0,-0.40783146,0.0,0.039319072,0.0,0.06552849,0.069598146,-1.745411,0.09148219,0.0036621005,0.28286022,0.034913033
-0.036481377,0.0313974,-0.0809424,-0.1205616,0.021901144,0.029151222,-0.30207726,0.23920532,0.0,-0.070229426,-0.19947423,0.07072802,0.0,-0.1758116,0.0,0.04955448,0.0,0.0066880574,0.0,0.089239776,0.0,0.06940646,0.0,-0.26728234,-0.8521361,0.22341315,-0.21779893,-0.039013956,-0.22549847,0.01918639
-0.04883226,0.9749706,-0.3931746,0.3996632,0.012484474,0.027258378,-0.12507583,-0.03363821,0.0,-0.021463582,-0.42128208,-0.63352185,0.0,0.064844795,0.0,0.029047854,0.0,-0.001946622,0.0,0.07247452,0.0,-0.052614294,0.0,-0.052492086,0.21820906,0.33362678,0.11896243,0.006442782,0.17131944,-0.050010648
-0.020385403,0.6087486,-0.07965436,-0.028230863,0.006236424,-0.003980286,0.014682817,-0.036668856,0.0,-0.14183334,0.290567,0.10166598,0.0,0.093652174,0.0,-0.034093224,0.0,-0.0013851725,0.0,0.066843174,0.0,-0.043090634,0.0,-0.0709428,0.2839429,0.4130034,0.109293304,0.005682337,-0.16745214,0.009543185
0.1105273,-0.63175756,0.06277373,-0.065287024,0.06070759,-0.0062320996,0.037180398,-0.011509888,0.0,0.11416891,0.28769425,0.06078916,0.0,0.074110284,0.0,-0.19435728,0.0,-0.0017007744,0.0,-0.27510905,0.0,0.099093,0.0,-0.06290512,0.18125936,0.31051654,0.08818726,-0.012656262,0.26448682,-0.004001847
-0.0390863,0.5165276,-0.16482525,-0.073102385,0.010866926,-0.002970847,0.015399142,-0.040942006,0.0,-0.10833454,0.20743895,0.105848126,0.0,0.08427442,0.0,0.06609591,0.0,-0.0014857298,0.0,0.054986607,0.0,-0.06195484,0.0,-0.055008892,0.25994417,0.3821138,-0.26412863,0.0061232843,0.20534521,0.010140655
-0.060802218,1.1463766,-0.25979376,0.198753,0.014057881,0.014353321,-0.110919096,-0.024638023,0.0,-0.011614217,-0.37677783,0.14484625,0.0,0.11562715,0.0,0.037061453,0.0,0.035661895,0.0,0.059057802,0.0,-0.05067808,0.0,-0.07660549,0.2599288,0.37284386,-0.20236525,0.007555913,-0.1620307,-0.021141792
-0.042037603,0.15417443,-0.43860394,-0.10018259,0.013967393,-0.003814213,0.0327821,-0.041479852,0.0,-0.08382158,-0.5118811,-0.5442257,0.0,0.05940715,0.0,0.038028106,0.0,-0.00676109,0.0,0.0029405043,0.0,-0.090622604,0.0,-0.0949223,0.20470506,0.28729844,-0.14640975,0.0051764855,-0.1168867,-0.07033493
-0.025816882,-0.27356204,-0.14604935,0.09926739,-0.038951214,-0.0040590274,0.008323152,-0.03502333,0.0,-0.0155874165,0.30041844,0.067903034,0.0,0.07894686,0.0,0.00704759,0.0,-0.00062604994,0.0,0.097645804,0.0,-0.064678445,0.0,-0.099606365,0.24086648,0.34694606,0.11127511,-0.05522134,-0.22811252,0.00912714
-0.05544348,-0.18877552,-0.14121072,0.013240446,0.038237754,0.012124776,-0.08873447,-0.022585226,0.0,0.14262426,-0.22658634,0.047763314,0.0,0.053852074,0.0,-0.03956932,0.0,-0.0012002434,0.0,-0.19949022,0.0,0.026608473,0.0,0.047470607,0.05971611,-1.7710754,-0.14748245,-0.0146779055,-0.13931802,0.005259313
-0.009495568,-0.19732393,0.41052255,-0.34732166,-0.2453078,-0.00959994,-0.27915707,-0.0067422665,0.0,0.13768595,0.1315695,0.033839475,0.0,-0.1807068,0.0,0.14546853,0.0,0.004014672,0.0,0.0535604,0.0,0.09086149,0.0,0.04990814,0.123690076,-1.3041557,0.07297606,-0.11508218,-0.08092283,0.0526607
-0.019352825,-0.063812666,0.004913838,-0.29845348,-0.0034738276,0.0053789406,-0.09524388,-0.031360045,0.0,0.1300134,0.26108927,0.0913105,0.0,0.10387921,0.0,0.050388377,0.0,0.0029852483,0.0,0.09286462,0.0,0.1074788,0.0,-0.06460162,0.21461344,0.35929427,0.1392743,0.02250009,0.33004412,-0.003458225
-0.019858036,-1.3288304,-0.08400946,-0.37312484,-0.066910185,-0.0011863051,0.016071495,-0.018205347,0.0,0.23321323,0.15846252,0.05257239,0.0,0.07424944,0.0,0.031970654,0.0,-0.010813094,0.0,-0.28735542,0.0,-0.10832049,0.0,-0.263067,-0.9484114,0.2177204,0.086215004,-0.042190205,-0.32673058,0.034115482
-0.06313807,-0.31035843,-0.13621895,0.053847346,-0.07516897,-0.015215177,0.028629092,-0.027669607,0.0,-0.10004668,-0.19388786,0.034175113,0.0,-0.07995534,0.0,0.06381475,0.0,0.004319148,0.0,-0.22320653,0.0,0.081807576,0.0,0.047177773,0.060257155,-1.6643384,-0.06418968,-0.022460457,-0.14738494,0.05755371
-0.06693225,1.0464121,-0.6375895,0.12736131,-0.016208937,-0.013205825,0.028974172,-0.032238767,0.0,-0.016367987,-0.42298073,-0.42507568,0.0,0.07965408,0.0,0.034005113,0.0,-0.00676109,0.0,0.13147539,0.0,-0.08715698,0.0,-0.07654241,0.2535572,0.34584188,-0.18949243,0.008236019,-0.11528992,-0.016985346
-0.06302565,-0.5496888,0.36021444,-0.3854376,-0.068191186,0.01308025,-0.09480859,-0.02745433,0.0,0.09863075,0.18748973,0.061578497,0.0,0.1009335,0.0,-0.020884342,0.0,-0.0028910874,0.0,0.077197045,0.0,0.07579526,0.0,0.3023269,-0.6561328,0.24266037,-0.25154832,0.0055808513,-0.1480073,-0.12124755
0.2061797,-1.3118452,-0.17091332,-0.27027592,0.011701862,0.02995619,0.01575988,-0.05669258,0.0,-0.15119849,0.10264478,0.056063365,0.0,0.16263351,0.0,-0.051977865,0.0,-0.032258473,0.0,0.16933513,0.0,-0.27608857,0.0,0.080158725,0.09194856,-1.8070424,-0.17055815,-0.1051511,-0.15595742,0.0039065164
-0.05192555,-0.1685092,-0.23124103,-0.03365125,0.019114008,0.012101767,-0.05325716,-0.029517815,0.0,-0.0047045113,-0.3112347,0.04698419,0.0,-0.21803026,0.0,-0.0032803765,0.0,0.033755776,0.0,-0.17504643,0.0,-0.053859424,0.0,-0.25650525,-0.72434115,0.21705665,0.060159333,0.011850267,-0.18925662,-0.0741088
-0.055222787,-2.3613462,-0.3850226,-0.1822999,-0.003202485,0.022982681,-0.09214348,-0.024649426,0.0,0.12339235,-0.19345398,0.035301965,0.0,-0.47546294,0.0,-0.10497732,0.0,-0.020100767,0.0,-0.33083484,0.0,0.05848022,0.0,0.058454845,0.04067747,-1.7025213,0.070172735,-0.18101177,-0.2044211,0.03648379
-0.07423068,-2.1530454,-0.39761108,0.034449022,-0.06737548,0.0056206468,-0.06358163,-0.056296792,0.0,0.06538622,-0.19313693,0.039488487,0.0,-0.6469085,0.0,0.026797384,0.0,-0.0069490895,0.0,0.13911502,0.0,0.08612364,0.0,-0.063103855,0.08355662,-1.4964299,0.097422674,0.024506185,-0.27264172,0.03921054
-0.04209198,0.6196862,-0.29131818,-0.0891345,0.01068282,-0.0029742077,0.014269028,-0.033780888,0.0,-0.100272596,0.24066284,0.106913246,0.0,0.07978232,0.0,0.05050616,0.0,-0.00062604994,0.0,0.04932191,0.0,-0.059883475,0.0,-0.06894117,0.29467437,0.40697145,-0.22646658,0.006073701,-0.1450186,0.010140655
-0.043025333,-0.4533349,-0.2196917,0.17925827,0.0027808165,-0.016560325,0.01288499,-0.054340918,0.0,0.031751595,-0.41379294,0.053782936,0.0,-0.21622711,0.0,0.012103522,0.0,0.005802484,0.0,0.037974425,0.0,-0.055105142,0.0,-0.08770688,0.18815051,0.28602207,-0.16694301,-0.012664418,-0.22388424,0.021017922
-0.058386113,-0.53262836,-0.13589408,-0.33445078,0.00647464,0.002159449,-0.09311592,-0.042218618,0.0,-0.10820847,-0.20990679,-0.3340454,0.0,0.058514066,0.0,0.014662788,0.0,-0.0065192226,0.0,0.0012665947,0.0,-0.053198043,0.0,-0.06852453,0.09887091,-1.7060927,-0.15206285,0.049591467,-0.11690277,-0.06713196
-0.04865449,-0.18600522,-0.16053608,-0.19577996,-0.012816618,0.0058401274,-0.06905485,-0.050107073,0.0,-0.063240126,-0.29112613,-0.39313498,0.0,0.05415746,0.0,0.06962357,0.0,-0.006892547,0.0,0.02096023,0.0,-0.10313429,0.0,-0.2819362,-0.7986724,0.19268218,-0.20407689,0.01225201,-0.15221414,-0.06879982
-0.08816518,-2.027861,-0.5286318,-0.026976869,-0.049131017,0.057144925,-0.23532146,0.14390264,0.0,-0.055629358,-0.16965158,0.03469939,0.0,-0.42287794,0.0,-0.057317015,0.0,-0.010408482,0.0,-0.45524493,0.0,0.062887676,0.0,0.052276455,0.054355852,-1.7920426,0.028257169,0.05462715,-0.25397027,0.035710536
-0.031618103,1.1375498,0.039467704,0.7485612,-0.053525,-0.004175438,0.015480142,-0.03869123,0.0,-0.106082834,0.29751718,0.12028745,0.0,0.104421586,0.0,0.038328353,0.0,-0.0014857298,0.0,0.123827785,0.0,-0.06259888,0.0,-0.05689137,0.2574859,0.40296444,0.11420956,0.012883455,0.24277772,0.009761243
